city,Latitude,Longitude,time_iso8601,weather_code_wmo_code,temperature_2m_max_deg_C,temperature_2m_min_deg_C,temperature_2m_mean_deg_C,apparent_temperature_max_deg_C,apparent_temperature_min_deg_C,apparent_temperature_mean_deg_C,sunrise_iso8601,sunset_iso8601,daylight_duration_s,sunshine_duration_s,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours_h,wind_speed_10m_max_km_per_h,wind_gusts_10m_max_km_per_h,wind_direction_10m_dominant_deg_,shortwave_radiation_sum_MJ_per_msq,et0_fao_evapotranspiration_mm
Leipzig,51.3406321,12.3747329,2024-02-18,61,13.0,1.7,7.6,9.7,-1.3,4.5,2024-02-18T06:18,2024-02-18T16:29,36672.48,16682.37,2.2,2.2,0.0,3.0,23.9,41.4,193,6.67,1.18
Leipzig,51.3406321,12.3747329,2024-02-19,53,9.2,6.8,8.0,5.5,1.7,3.8,2024-02-19T06:16,2024-02-19T16:31,36898.02,5468.67,4.8,4.8,0.0,16.0,27.9,52.2,267,3.37,0.71
Leipzig,51.3406321,12.3747329,2024-02-20,51,9.0,6.3,7.5,4.7,2.5,3.6,2024-02-20T06:14,2024-02-20T16:33,37123.41,11142.29,0.5,0.5,0.0,5.0,22.0,42.1,271,4.84,1.02
Leipzig,51.3406321,12.3747329,2024-02-21,51,11.6,6.5,8.6,7.3,2.6,4.4,2024-02-21T06:12,2024-02-21T16:35,37348.47,18783.61,1.1,1.1,0.0,7.0,24.2,44.6,228,6.07,1.49
Essen,51.4582235,7.0158171,2024-01-01,55,7.9,5.9,6.8,2.8,0.8,1.7,2024-01-01T07:37,2024-01-01T15:33,28575.84,13157.98,1.7,1.7,0.0,7.0,29.6,56.2,220,2.11,0.84
Essen,51.4582235,7.0158171,2024-01-02,63,11.4,6.9,9.5,7.5,1.3,4.8,2024-01-02T07:37,2024-01-02T15:34,28646.15,0.0,26.0,26.0,0.0,22.0,36.7,74.5,208,0.55,0.55
Essen,51.4582235,7.0158171,2024-01-03,63,9.7,7.4,8.5,4.7,2.5,3.5,2024-01-03T07:36,2024-01-03T15:35,28722.25,10125.65,11.8,11.8,0.0,19.0,37.7,69.1,234,1.72,0.6
Essen,51.4582235,7.0158171,2024-01-04,53,7.6,5.5,6.9,3.7,2.4,3.0,2024-01-04T07:36,2024-01-04T15:36,28804.0,396.77,5.3,5.3,0.0,18.0,24.9,48.2,245,0.82,0.25
Essen,51.4582235,7.0158171,2024-01-05,55,7.9,5.8,7.1,3.7,1.8,2.4,2024-01-05T07:36,2024-01-05T15:37,28891.22,1087.02,2.0,2.0,0.0,6.0,28.3,54.4,201,1.02,0.66
Essen,51.4582235,7.0158171,2024-01-06,51,6.2,1.3,3.3,3.6,-2.6,-0.0,2024-01-06T07:36,2024-01-06T15:38,28983.78,0.0,0.9,0.9,0.0,9.0,13.0,25.2,325,0.59,0.17
Essen,51.4582235,7.0158171,2024-01-07,51,1.6,-3.2,-0.4,-2.1,-8.8,-5.8,2024-01-07T07:35,2024-01-07T15:40,29081.5,13137.79,0.3,0.3,0.0,3.0,26.4,52.2,40,2.74,0.56
Essen,51.4582235,7.0158171,2024-01-08,3,-1.6,-5.5,-3.4,-8.3,-11.7,-9.8,2024-01-08T07:35,2024-01-08T15:41,29184.24,19299.49,0.0,0.0,0.0,0.0,25.9,51.5,53,3.86,0.87
Essen,51.4582235,7.0158171,2024-01-09,0,-1.1,-6.1,-4.4,-7.6,-12.4,-10.7,2024-01-09T07:34,2024-01-09T15:42,29291.84,24224.37,0.0,0.0,0.0,0.0,22.4,41.0,63,4.82,1.08
Essen,51.4582235,7.0158171,2024-01-10,1,0.9,-6.0,-3.8,-4.0,-11.9,-9.0,2024-01-10T07:34,2024-01-10T15:44,29404.14,24232.0,0.0,0.0,0.0,0.0,15.7,28.4,73,4.53,0.92
Essen,51.4582235,7.0158171,2024-01-11,3,0.2,-6.5,-3.2,-4.0,-11.3,-7.2,2024-01-11T07:33,2024-01-11T15:45,29520.99,24276.7,0.0,0.0,0.0,0.0,11.5,21.2,48,4.55,0.44
Essen,51.4582235,7.0158171,2024-01-12,51,1.6,-1.1,0.2,-1.7,-4.1,-3.0,2024-01-12T07:33,2024-01-12T15:46,29642.23,0.0,0.2,0.2,0.0,2.0,10.2,20.2,242,1.47,0.19
Essen,51.4582235,7.0158171,2024-01-13,51,2.4,0.2,1.1,-2.0,-4.1,-3.4,2024-01-13T07:32,2024-01-13T15:48,29767.96,0.0,0.3,0.3,0.0,3.0,20.7,38.2,236,0.96,0.15
Essen,51.4582235,7.0158171,2024-01-14,73,1.4,-0.4,0.4,-3.4,-5.8,-4.7,2024-01-14T07:31,2024-01-14T15:49,29899.58,0.0,2.0,0.8,0.84,11.0,22.2,42.1,237,1.1,0.18
Essen,51.4582235,7.0158171,2024-01-15,75,2.3,-1.3,0.3,-3.4,-6.5,-5.0,2024-01-15T07:30,2024-01-15T15:51,30037.04,6114.9,6.0,0.1,4.13,13.0,24.2,50.0,258,2.68,0.34
Essen,51.4582235,7.0158171,2024-01-16,73,0.5,-4.4,-1.7,-4.4,-9.3,-6.7,2024-01-16T07:30,2024-01-16T15:52,30180.04,12865.19,0.9,0.0,0.63,3.0,19.3,39.2,223,3.58,0.38
Essen,51.4582235,7.0158171,2024-01-17,73,0.6,-4.6,-2.4,-2.7,-9.6,-6.5,2024-01-17T07:29,2024-01-17T15:54,30328.28,0.0,4.5,0.0,3.15,10.0,15.8,28.4,158,1.16,0.27
Essen,51.4582235,7.0158171,2024-01-18,71,1.4,-6.5,-2.8,-2.3,-11.2,-6.6,2024-01-18T07:28,2024-01-18T15:55,30481.46,25479.85,0.4,0.0,0.28,3.0,11.7,20.2,291,5.52,0.38
Essen,51.4582235,7.0158171,2024-01-19,3,0.0,-4.7,-2.6,-4.5,-9.8,-7.6,2024-01-19T07:27,2024-01-19T15:57,30639.3,25113.54,0.0,0.0,0.0,0.0,19.0,35.3,214,5.16,0.31
Essen,51.4582235,7.0158171,2024-01-20,2,-0.7,-5.0,-2.7,-5.3,-10.8,-8.2,2024-01-20T07:26,2024-01-20T15:59,30801.49,25203.97,0.0,0.0,0.0,0.0,24.4,43.9,193,5.53,0.62
Essen,51.4582235,7.0158171,2024-01-21,3,6.3,-0.8,2.4,-0.2,-8.2,-4.2,2024-01-21T07:25,2024-01-21T16:00,30967.77,4371.29,0.0,0.0,0.0,0.0,33.9,62.3,188,2.29,1.1
Essen,51.4582235,7.0158171,2024-01-22,73,10.5,5.9,8.0,4.9,0.1,2.3,2024-01-22T07:23,2024-01-22T16:02,31137.85,5355.63,12.4,11.9,0.35,15.0,39.8,74.2,224,1.88,0.77
Essen,51.4582235,7.0158171,2024-01-23,73,10.7,4.1,6.5,5.8,-0.6,1.3,2024-01-23T07:22,2024-01-23T16:04,31311.46,14277.14,5.8,5.5,0.21,12.0,32.6,60.5,230,3.27,0.69
Essen,51.4582235,7.0158171,2024-01-24,53,12.5,6.3,9.6,6.7,2.1,4.2,2024-01-24T07:21,2024-01-24T16:06,31488.34,19454.54,3.1,3.1,0.0,12.0,41.7,83.9,251,4.27,1.17
Essen,51.4582235,7.0158171,2024-01-25,53,8.9,3.0,6.6,5.5,-0.4,3.3,2024-01-25T07:20,2024-01-25T16:07,31668.23,14180.15,1.5,1.5,0.0,6.0,18.7,35.6,227,3.83,0.53
Essen,51.4582235,7.0158171,2024-01-26,61,10.5,1.9,7.5,6.5,-2.2,3.3,2024-01-26T07:19,2024-01-26T16:09,31850.87,10800.0,6.0,6.0,0.0,8.0,34.5,65.9,247,2.57,0.64
Essen,51.4582235,7.0158171,2024-01-27,1,7.2,0.3,2.8,3.8,-4.1,-1.1,2024-01-27T07:17,2024-01-27T16:11,32036.02,27246.99,0.0,0.0,0.0,0.0,15.5,28.1,204,6.16,0.66
Essen,51.4582235,7.0158171,2024-01-28,1,10.9,2.5,6.7,7.7,-2.4,1.4,2024-01-28T07:16,2024-01-28T16:13,32223.44,27443.06,0.0,0.0,0.0,0.0,26.3,46.8,169,6.4,2.1
Essen,51.4582235,7.0158171,2024-01-29,3,12.4,6.6,8.8,9.8,1.7,4.9,2024-01-29T07:14,2024-01-29T16:14,32412.88,23330.64,0.0,0.0,0.0,0.0,24.5,45.7,183,5.48,1.45
Essen,51.4582235,7.0158171,2024-01-30,51,12.5,7.1,9.1,9.1,4.0,5.5,2024-01-30T07:13,2024-01-30T16:16,32604.14,4655.1,0.1,0.1,0.0,1.0,22.4,43.9,216,2.81,0.9
Essen,51.4582235,7.0158171,2024-01-31,51,7.3,4.4,5.8,4.1,-1.2,2.0,2024-01-31T07:12,2024-01-31T16:18,32796.97,4127.94,0.3,0.3,0.0,3.0,24.8,45.7,229,2.65,0.72
Essen,51.4582235,7.0158171,2024-02-01,61,7.9,2.6,6.2,5.0,-1.2,2.5,2024-02-01T07:10,2024-02-01T16:20,32991.16,24682.63,4.3,4.3,0.0,6.0,25.4,46.4,263,5.88,0.77
Essen,51.4582235,7.0158171,2024-02-02,51,8.5,2.9,6.3,4.6,-1.1,1.8,2024-02-02T07:09,2024-02-02T16:21,33186.86,0.0,0.4,0.4,0.0,4.0,26.0,50.0,233,2.42,0.68
Essen,51.4582235,7.0158171,2024-02-03,51,10.1,7.6,8.7,6.6,3.5,5.0,2024-02-03T07:07,2024-02-03T16:23,33386.04,0.0,2.4,2.4,0.0,15.0,22.9,42.8,242,0.92,0.26
Essen,51.4582235,7.0158171,2024-02-04,61,10.1,9.1,9.5,6.5,4.2,5.4,2024-02-04T07:05,2024-02-04T16:25,33588.75,0.0,8.2,8.2,0.0,19.0,30.7,55.8,248,1.13,0.3
Essen,51.4582235,7.0158171,2024-02-05,51,10.6,7.7,8.8,5.7,2.4,3.7,2024-02-05T07:04,2024-02-05T16:27,33794.73,17944.66,0.3,0.3,0.0,3.0,34.3,66.6,241,4.65,1.06
Essen,51.4582235,7.0158171,2024-02-06,51,9.9,7.8,9.0,5.0,2.4,3.6,2024-02-06T07:02,2024-02-06T16:29,34003.71,0.0,2.5,2.5,0.0,17.0,35.2,64.8,231,1.2,0.83
Essen,51.4582235,7.0158171,2024-02-07,73,9.6,-0.1,4.4,4.8,-3.4,1.4,2024-02-07T07:00,2024-02-07T16:30,34215.41,0.0,13.2,12.6,0.42,13.0,33.1,66.2,232,1.29,0.3
Essen,51.4582235,7.0158171,2024-02-08,61,10.4,-0.1,4.6,7.1,-3.4,1.6,2024-02-08T06:59,2024-02-08T16:32,34429.58,0.0,12.9,12.9,0.0,15.0,21.9,39.6,135,1.02,0.23
Essen,51.4582235,7.0158171,2024-02-09,61,13.0,9.7,10.7,9.7,5.8,7.4,2024-02-09T06:57,2024-02-09T16:34,34645.97,16774.41,8.3,8.3,0.0,11.0,26.1,51.1,194,4.07,0.86
Essen,51.4582235,7.0158171,2024-02-10,61,13.7,8.2,10.6,12.0,5.1,8.5,2024-02-10T06:55,2024-02-10T16:36,34864.33,22366.16,3.9,3.9,0.0,8.0,18.8,36.0,154,6.17,0.86
Essen,51.4582235,7.0158171,2024-02-11,51,10.1,6.0,8.4,8.1,3.2,5.7,2024-02-11T06:53,2024-02-11T16:38,35084.43,3600.0,0.3,0.3,0.0,3.0,19.9,40.3,211,2.91,0.5
Essen,51.4582235,7.0158171,2024-02-12,61,9.0,2.7,6.0,5.4,-0.7,2.9,2024-02-12T06:51,2024-02-12T16:40,35306.04,13863.53,4.3,4.3,0.0,13.0,16.8,36.7,246,4.01,0.52
Essen,51.4582235,7.0158171,2024-02-13,51,9.2,2.2,5.7,5.1,-2.1,1.7,2024-02-13T06:50,2024-02-13T16:42,35528.93,23985.93,0.6,0.6,0.0,3.0,22.6,42.8,209,5.97,0.94
Essen,51.4582235,7.0158171,2024-02-14,61,12.2,7.8,10.2,8.7,3.3,6.6,2024-02-14T06:48,2024-02-14T16:43,35752.87,0.0,5.2,5.2,0.0,8.0,23.8,48.2,215,2.14,0.62
Essen,51.4582235,7.0158171,2024-02-15,61,15.5,10.5,12.7,13.3,8.1,9.8,2024-02-15T06:46,2024-02-15T16:45,35977.66,9572.12,1.9,1.9,0.0,3.0,25.9,47.2,183,4.65,1.28
Essen,51.4582235,7.0158171,2024-02-16,53,15.3,9.3,12.1,12.0,7.1,9.2,2024-02-16T06:44,2024-02-16T16:47,36203.1,7995.68,2.4,2.4,0.0,9.0,25.5,47.2,216,3.41,1.06
Essen,51.4582235,7.0158171,2024-02-17,51,10.8,6.9,8.6,8.7,4.4,6.4,2024-02-17T06:42,2024-02-17T16:49,36428.96,4851.34,0.1,0.1,0.0,1.0,14.6,26.3,235,3.54,0.49
Essen,51.4582235,7.0158171,2024-02-18,55,9.8,7.8,8.5,5.6,3.4,4.3,2024-02-18T06:40,2024-02-18T16:51,36655.05,0.0,8.1,8.1,0.0,15.0,32.6,60.5,215,1.61,0.63
Essen,51.4582235,7.0158171,2024-02-19,55,10.1,7.2,8.3,6.6,3.7,4.9,2024-02-19T06:38,2024-02-19T16:52,36881.2,5135.13,4.7,4.7,0.0,19.0,22.9,43.6,265,3.62,0.51
Essen,51.4582235,7.0158171,2024-02-20,51,10.6,4.4,7.4,6.5,1.3,3.7,2024-02-20T06:36,2024-02-20T16:54,37107.19,11725.22,0.3,0.3,0.0,2.0,22.8,43.6,237,5.43,0.94
Essen,51.4582235,7.0158171,2024-02-21,61,10.6,7.9,8.8,6.0,3.4,4.4,2024-02-21T06:34,2024-02-21T16:56,37332.84,293.57,8.9,8.9,0.0,9.0,28.8,54.4,205,4.03,1.03
